Lambda,Error,
0.0004405740084963198,14300470.7956,
0.00044523485572223155,14150731.9422,
0.0004498957029481433,14004095.6637,
0.000454556550174055,13860466.5225,
0.00045921739739996677,13719752.9557,
0.0004638782446258785,13581867.0806,
0.0004685390918517902,13446724.5109,
0.00047319993907770193,13314244.1854,
0.0004778607863036137,13184348.2053,
0.0004825216335295254,13056961.6816,
0.00048718248075543715,12932012.5911,
0.0004918433279813488,12809431.6408,
0.0004965041752072606,12689152.1394,
0.0005011650224331723,12571109.8767,
0.0005058258696590841,12455243.009,
0.0005104867168849958,12341491.9512,
0.0005151475641109075,12229799.2747,
0.0005198084113368193,12120109.6106,
0.000524469258562731,12012369.558,
0.0005291301057886428,11906527.5978,
0.0005337909530145544,11802534.0102,
0.0005384518002404662,11700340.7968,
0.0005431126474663779,11599901.607,
0.0005477734946922896,11501171.6675,
0.0005524343419182014,11404107.7164,
0.0005570951891441131,11308667.939,
0.0005617560363700249,11214811.9089,
0.0005664168835959366,11122500.5299,
0.0005710777308218483,11031695.9825,
0.0005757385780477601,10942361.6715,
0.0005803994252736717,10854462.1774,
0.0005850602724995835,10767963.2093,
0.0005897211197254952,10682831.5605,
0.000594381966951407,10599035.0658,
0.0005990428141773187,10516542.5608,
0.0006037036614032304,10435323.8438,
0.0006083645086291422,10355349.6387,
0.0006130253558550539,10276591.5594,
0.0006176862030809657,10199022.0769,
0.0006223470503068774,10122614.4867,
0.0006270078975327891,10047342.8783,
0.0006316687447587008,9973182.10611,
0.0006363295919846125,9900107.7611,
0.0006409904392105243,9828096.14426,
0.000645651286436436,9757124.24087,
0.0006503121336623478,9687169.69603,
0.0006549729808882595,9618210.79113,
0.0006596338281141712,9550226.42141,
0.000664294675340083,9483196.07441,
0.0006689555225659946,9417099.80936,
0.0006736163697919064,9351918.23735,
0.0006782772170178181,9287632.50243,
0.0006829380642437299,9224224.26338,
0.0006875989114696416,9161675.67627,
0.0006922597586955533,9099969.37776,
0.0006969206059214651,9039088.46896,
0.0007015814531473768,8979016.50007,
0.0007062423003732886,8919737.45552,
0.0007109031475992003,8861235.73974,
0.000715563994825112,8803496.16352,
0.0007202248420510237,8746503.93079,
0.0007248856892769354,8690244.62604,
0.0007295465365028472,8634704.20216,
0.0007342073837287589,8579868.9687,
0.0007388682309546707,8525725.58068,
0.0007435290781805824,8472261.02772,
0.0007481899254064942,8419462.62363,
0.0007528507726324059,8367317.9964,
0.0007575116198583176,8315815.07848,
0.0007621724670842293,8264942.09753,
0.000766833314310141,8214687.5674,
0.0007714941615360528,8165040.27952,
0.0007761550087619645,8115989.29456,
0.0007808158559878762,8067523.93436,
0.000785476703213788,8019633.77422,
0.0007901375504396997,7972308.63543,
0.0007947983976656115,7925538.57802,
0.0007994592448915232,7879313.89381,
0.000804120092117435,7833625.09973,
0.0008087809393433466,7788462.9313,
0.0008134417865692583,7743818.33635,
0.0008181026337951701,7699682.46902,
0.0008227634810210818,7656046.68389,
0.0008274243282469936,7612902.53033,
0.0008320851754729053,7570241.74705,
0.0008367460226988171,7528056.25685,
0.0008414068699247288,7486338.16147,
0.0008460677171506405,7445079.7367,
0.0008507285643765523,7404273.42763,
0.0008553894116024639,7363911.84396,
0.0008600502588283757,7323987.75564,
0.0008647111060542874,7284494.08847,
0.0008693719532801991,7245423.91997,
0.0008740328005061109,7206770.47531,
0.0008786936477320226,7168527.12341,
0.0008833544949579344,7130687.37313,
0.0008880153421838461,7093244.86962,
0.0008926761894097579,7056193.39074,
0.0008973370366356695,7019526.84363,
0.0009019978838615812,6983239.26137,
0.000906658731087493,6947324.79971,
0.0009113195783134047,6911777.73399,
0.0009159804255393165,6876592.45606,
0.0009206412727652282,6841763.47131,
0.00092530211999114,6807285.39588,
0.0009299629672170517,6773152.95381,
0.0009346238144429634,6739360.9744,
0.0009392846616688752,6705904.38957,
0.0009439455088947868,6672778.23135,
0.0009486063561206986,6639977.6294,
0.0009532672033466103,6607497.80862,
0.000957928050572522,6575334.08686,
0.0009625888977984338,6543481.87265,
0.0009672497450243455,6511936.66303,
0.0009719105922502573,6480694.04139,
0.000976571439476169,6449749.67545,
0.0009812322867020808,6419099.31525,
0.0009858931339279927,6388738.79119,
0.0009905539811539044,6358664.01216,
0.000995214828379816,6328870.96366,
0.0009998756756057277,6299355.70607,
0.0010045365228316394,6270114.37287,
0.0010091973700575513,6241143.16898,
0.001013858217283463,6212438.36911,
0.0010185190645093747,6183996.31614,
0.0010231799117352864,6155813.4196,
0.001027840758961198,6127886.15414,
0.00103250160618711,6100211.05808,
0.0010371624534130216,6072784.73194,
0.0010418233006389333,6045603.83709,
0.001046484147864845,6018665.09438,
0.0010511449950907567,5991965.28282,
0.0010558058423166686,5965501.23828,
0.0010604666895425803,5939269.85228,
0.001065127536768492,5913268.07073,
0.0010697883839944037,5887492.89278,
0.0010744492312203156,5861941.36964,
0.0010791100784462273,5836610.60346,
0.001083770925672139,5811497.74625,
0.0010884317728980506,5786599.9988,
0.0010930926201239623,5761914.60964,
0.0010977534673498742,5737438.87404,
0.001102414314575786,5713170.133,
0.0011070751618016976,5689105.77228,
0.0011117360090276093,5665243.22153,
0.001116396856253521,5641579.95327,
0.0011210577034794329,5618113.48208,
0.0011257185507053446,5594841.36371,
0.0011303793979312562,5571761.1942,
0.001135040245157168,5548870.60909,
0.0011397010923830796,5526167.28259,
0.0011443619396089915,5503648.92682,
0.0011490227868349032,5481313.291,
0.0011536836340608149,5459158.16073,
0.0011583444812867266,5437181.35725,
0.0011630053285126385,5415380.73674,
0.0011676661757385502,5393754.18958,
0.0011723270229644618,5372299.63972,
0.0011769878701903735,5351015.04399,
0.0011816487174162852,5329898.39146,
0.0011863095646421971,5308947.7028,
0.0011909704118681088,5288161.02965,
0.0011956312590940205,5267536.45407,
0.0012002921063199322,5247072.08786,
0.0012049529535458439,5226766.07208,
0.0012096138007717558,5206616.5764,
0.0012142746479976675,5186621.79863,
0.0012189354952235791,5166779.96411,
0.0012235963424494908,5147089.32526,
0.0012282571896754025,5127548.16098,
0.0012329180369013144,5108154.77623,
0.001237578884127226,5088907.5015,
0.0012422397313531378,5069804.69231,
0.0012469005785790495,5050844.7288,
0.0012515614258049614,5032026.01523,
0.001256222273030873,5013346.97953,
0.0012608831202567848,4994806.07289,
0.0012655439674826964,4976401.76931,
0.0012702048147086081,4958132.56518,
0.00127486566193452,4939996.9789,
0.0012795265091604317,4921993.55044,
0.0012841873563863434,4904120.84096,
0.001288848203612255,4886377.43246,
0.0012935090508381668,4868761.92735,
0.0012981698980640787,4851272.94812,
0.0013028307452899904,4833909.13699,
0.001307491592515902,4816669.15552,
0.0013121524397418137,4799551.68429,
0.0013168132869677254,4782555.42256,
0.0013214741341936373,4765679.08795,
0.001326134981419549,4748921.4161,
0.0013307958286454607,4732281.16037,
0.0013354566758713724,4715757.09151,
0.0013401175230972843,4699347.99738,
0.001344778370323196,4683052.68265,
0.0013494392175491077,4666869.9685,
0.0013541000647750193,4650798.69234,
0.001358760912000931,4634837.70752,
0.001363421759226843,4618985.88309,
0.0013680826064527546,4603242.10349,
0.0013727434536786663,4587605.26834,
0.001377404300904578,4572074.29213,
0.0013820651481304897,4556648.104,
0.0013867259953564016,4541325.64748,
0.0013913868425823133,4526105.88027,
0.001396047689808225,4510987.77398,
0.0014007085370341366,4495970.31391,
0.0014053693842600483,4481052.49882,
0.0014100302314859602,4466233.34071,
0.001414691078711872,4451511.8646,
0.0014193519259377836,4436887.10831,
0.0014240127731636953,4422358.12228,
0.0014286736203896072,4407923.9693,
0.0014333344676155189,4393583.7244,
0.0014379953148414306,4379336.47456,
0.0014426561620673422,4365181.31859,
0.001447317009293254,4351117.36688,
0.0014519778565191658,4337143.74126,
0.0014566387037450775,4323259.57481,
0.0014612995509709892,4309464.01165,
0.001465960398196901,4295756.20679,
0.0014706212454228126,4282135.32595,
0.0014752820926487245,4268600.54541,
0.0014799429398746362,4255151.05181,
0.0014846037871005479,4241786.042,
0.0014892646343264595,4228504.7229,
0.0014939254815523714,4215306.31132,
0.0014985863287782831,4202190.03381,
0.0015032471760041948,4189155.12652,
0.0015079080232301065,4176200.83504,
0.0015125688704560182,4163326.41426,
0.00151722971768193,4150531.12822,
0.0015218905649078418,4137814.24999,
0.0015265514121337535,4125175.06149,
0.0015312122593596651,4112612.85342,
0.0015358731065855768,4100126.92506,
0.0015405339538114887,4087716.58418,
0.0015451948010374004,4075381.14692,
0.0015498556482633121,4063119.93761,
0.0015545164954892238,4050932.28871,
0.0015591773427151355,4038817.54066,
0.0015638381899410474,4026775.04176,
0.001568499037166959,4014804.14805,
0.0015731598843928708,4002904.2232,
0.0015778207316187824,3991074.63842,
0.0015824815788446943,3979314.7723,
0.001587142426070606,3967624.01075,
0.0015918032732965177,3956001.74686,
0.0015964641205224294,3944447.38082,
0.001601124967748341,3932960.31979,
0.001605785814974253,3921539.97782,
0.0016104466622001647,3910185.77574,
0.0016151075094260764,3898897.14108,
0.001619768356651988,3887673.50794,
0.0016244292038778997,3876514.31692,
0.0016290900511038116,3865419.01503,
0.0016337508983297233,3854387.05558,
0.001638411745555635,3843417.89811,
0.0016430725927815467,3832511.00829,
0.0016477334400074584,3821665.85783,
0.0016523942872333703,3810881.9244,
0.001657055134459282,3800158.69156,
0.0016617159816851937,3789495.64866,
0.0016663768289111053,3778892.29074,
0.0016710376761370173,3768348.11851,
0.001675698523362929,3757862.63822,
0.0016803593705888406,3747435.36158,
0.0016850202178147523,3737065.80573,
0.001689681065040664,3726753.49311,
0.001694341912266576,3716497.95146,
0.0016990027594924876,3706298.71365,
0.0017036636067183993,3696155.31769,
0.001708324453944311,3686067.30664,
0.0017129853011702226,3676034.2285,
0.0017176461483961345,3666055.63621,
0.0017223069956220462,3656131.08753,
0.001726967842847958,3646260.145,
0.0017316286900738696,3636442.37588,
0.0017362895372997813,3626677.35206,
0.0017409503845256932,3616964.65002,
0.0017456112317516049,3607303.85076,
0.0017502720789775166,3597694.53975,
0.0017549329262034283,3588136.30687,
0.0017595937734293402,3578628.74633,
0.0017642546206552518,3569171.45664,
0.0017689154678811635,3559764.04053,
0.0017735763151070752,3550406.10492,
0.001778237162332987,3541097.26083,
0.0017828980095588988,3531837.12338,
0.0017875588567848105,3522625.31168,
0.0017922197040107222,3513461.4488,
0.0017968805512366339,3504345.16173,
0.0018015413984625455,3495276.08133,
0.0018062022456884575,3486253.84224,
0.0018108630929143691,3477278.0829,
0.0018155239401402808,3468348.44544,
0.0018201847873661925,3459464.57566,
0.0018248456345921042,3450626.12297,
0.001829506481818016,3441832.74036,
0.0018341673290439278,3433084.08435,
0.0018388281762698395,3424379.81495,
0.0018434890234957512,3415719.5956,
0.001848149870721663,3407103.09311,
0.0018528107179475747,3398529.9777,
0.0018574715651734864,3389999.92284,
0.0018621324123993981,3381512.60531,
0.0018667932596253098,3373067.7051,
0.0018714541068512217,3364664.90539,
0.0018761149540771334,3356303.89252,
0.001880775801303045,3347984.35592,
0.0018854366485289568,3339705.9881,
0.0018900974957548685,3331468.48461,
0.0018947583429807804,3323271.54399,
0.001899419190206692,3315114.86774,
0.0019040800374326037,3306998.16027,
0.0019087408846585154,3298921.1289,
0.001913401731884427,3290883.48378,
0.001918062579110339,3282884.9379,
0.0019227234263362507,3274925.20702,
0.0019273842735621624,3267004.00963,
0.001932045120788074,3259121.06699,
0.001936705968013986,3251276.10298,
0.0019413668152398976,3243468.84417,
0.0019460276624658093,3235699.01976,
0.001950688509691721,3227966.36149,
0.0019553493569176325,3220270.60371,
0.0019600102041435444,3212611.48327,
0.0019646710513694563,3204988.73951,
0.001969331898595368,3197402.11426,
0.0019739927458212797,3189851.35177,
0.0019786535930471916,3182336.19872,
0.001983314440273103,3174856.40415,
0.001987975287499015,3167411.71946,
0.001992636134724927,3160001.89838,
0.0019972969819508383,3152626.69693,
0.0020019578291767502,3145285.87343,
0.0020066186764026617,3137979.18841,
0.0020112795236285736,3130706.40463,
0.0020159403708544855,3123467.28706,
0.002020601218080397,3116261.60282,
0.002025262065306309,3109089.12118,
0.0020299229125322203,3101949.61353,
0.0020345837597581322,3094842.85337,
0.002039244606984044,3087768.61624,
0.0020439054542099556,3080726.67974,
0.0020485663014358675,3073716.82351,
0.002053227148661779,3066738.82917,
0.002057887995887691,3059792.48034,
0.002062548843113603,3052877.56256,
0.0020672096903395143,3045993.86334,
0.002071870537565426,3039141.17209,
0.0020765313847913376,3032319.28011,
0.0020811922320172495,3025527.98056,
0.0020858530792431614,3018767.06848,
0.002090513926469073,3012036.34069,
0.002095174773694985,3005335.59585,
0.0020998356209208963,2998664.63442,
0.002104496468146808,2992023.25859,
0.00210915731537272,2985411.27232,
0.0021138181625986316,2978828.48131,
0.0021184790098245435,2972274.69294,
0.002123139857050455,2965749.71631,
0.002127800704276367,2959253.36218,
0.0021324615515022787,2952785.44296,
0.00213712239872819,2946345.77271,
0.002141783245954102,2939934.1671,
0.002146444093180014,2933550.44339,
0.0021511049404059255,2927194.42045,
0.0021557657876318374,2920865.9187,
0.002160426634857749,2914564.76011,
0.0021650874820836608,2908290.76818,
0.0021697483293095727,2902043.76794,
0.002174409176535484,2895823.5859,
0.002179070023761396,2889630.05008,
0.0021837308709873075,2883462.98995,
0.0021883917182132194,2877322.23643,
0.0021930525654391313,2871207.6219,
0.0021977134126650428,2865118.98013,
0.0022023742598909547,2859056.14633,
0.002207035107116866,2853018.95707,
0.002211695954342778,2847007.25033,
0.00221635680156869,2841020.86542,
0.0022210176487946014,2835059.64303,
0.0022256784960205133,2829123.42517,
0.002230339343246425,2823212.05516,
0.0022350001904723367,2817325.37764,
0.0022396610376982486,2811463.23855,
0.00224432188492416,2805625.4851,
0.002248982732150072,2799811.96576,
0.0022536435793759834,2794022.53026,
0.0022583044266018953,2788257.02959,
0.0022629652738278072,2782515.31592,
0.0022676261210537187,2776797.24269,
0.0022722869682796306,2771102.66451,
0.002276947815505542,2765431.43719,
0.002281608662731454,2759783.4177,
0.002286269509957366,2754158.46422,
0.0022909303571832774,2748556.43603,
0.0022955912044091893,2742977.1936,
0.0023002520516351007,2737420.5985,
0.0023049128988610126,2731886.51343,
0.0023095737460869245,2726374.80221,
0.002314234593312836,2720885.32973,
0.002318895440538748,2715417.962,
0.00232355628776466,2709972.56606,
0.0023282171349905713,2704549.01007,
0.002332877982216483,2699147.16321,
0.0023375388294423947,2693766.89569,
0.0023421996766683066,2688408.0788,
0.0023468605238942185,2683070.5848,
0.00235152137112013,2677754.287,
0.002356182218346042,2672459.0597,
0.0023608430655719533,2667184.77819,
0.002365503912797865,2661931.31875,
0.002370164760023777,2656698.55863,
0.0023748256072496886,2651486.37603,
0.0023794864544756005,2646294.65013,
0.002384147301701512,2641123.26103,
0.002388808148927424,2635972.08979,
0.0023934689961533358,2630841.01838,
0.0023981298433792472,2625729.92968,
0.002402790690605159,2620638.70751,
0.0024074515378310706,2615567.23656,
0.0024121123850569825,2610515.40242,
0.0024167732322828944,2605483.09157,
0.002421434079508806,2600470.19135,
0.0024260949267347178,2595476.58998,
0.0024307557739606292,2590502.17653,
0.002435416621186541,2585546.84092,
0.002440077468412453,2580610.47391,
0.0024447383156383645,2575692.9671,
0.0024493991628642764,2570794.2129,
0.002454060010090188,2565914.10456,
0.0024587208573161,2561052.53612,
0.0024633817045420117,2556209.40243,
0.002468042551767923,2551384.59913,
0.002472703398993835,2546578.02265,
0.002477364246219747,2541789.57021,
0.0024820250934456584,2537019.13978,
0.0024866859406715703,2532266.63011,
0.002491346787897482,2527531.9407,
0.0024960076351233937,2522814.97181,
0.0025006684823493056,2518115.62444,
0.002505329329575217,2513433.80032,
0.002509990176801129,2508769.40192,
0.0025146510240270405,2504122.33242,
0.0025193118712529524,2499492.49574,
0.0025239727184788643,2494879.79648,
0.0025286335657047757,2490284.13996,
0.0025332944129306876,2485705.43221,
0.002537955260156599,2481143.57991,
0.002542616107382511,2476598.49047,
0.002547276954608423,2472070.07195,
0.0025519378018343344,2467558.23309,
0.0025565986490602463,2463062.88329,
0.0025612594962861578,2458583.93262,
0.0025659203435120697,2454121.29179,
0.0025705811907379816,2449674.87217,
0.002575242037963893,2445244.58577,
0.002579902885189805,2440830.34522,
0.0025845637324157164,2436432.06381,
0.0025892245796416283,2432049.65543,
0.00259388542686754,2427683.03459,
0.0025985462740934517,2423332.11642,
0.0026032071213193636,2418996.81667,
0.002607867968545275,2414677.05166,
0.002612528815771187,2410372.73835,
0.002617189662997099,2406083.79425,
0.0026218505102230103,2401810.13748,
0.0026265113574489222,2397551.68674,
0.0026311722046748337,2393308.3613,
0.0026358330519007456,2389080.081,
0.0026404938991266575,2384866.76626,
0.002645154746352569,2380668.33804,
0.002649815593578481,2376484.71787,
0.002654476440804393,2372315.82782,
0.0026591372880303043,2368161.59053,
0.002663798135256216,2364021.92915,
0.0026684589824821276,2359896.76739,
0.0026731198297080395,2355786.02948,
0.0026777806769339514,2351689.64019,
0.002682441524159863,2347607.5248,
0.002687102371385775,2343539.60911,
0.0026917632186116863,2339485.81945,
0.002696424065837598,2335446.08263,
0.00270108491306351,2331420.32599,
0.0027057457602894215,2327408.47736,
0.0027104066075153335,2323410.46508,
0.002715067454741245,2319426.21796,
0.002719728301967157,2315455.66531,
0.0027243891491930687,2311498.73692,
0.00272904999641898,2307555.36307,
0.002733710843644892,2303625.47451,
0.0027383716908708036,2299709.00245,
0.0027430325380967155,2295805.87858,
0.0027476933853226274,2291916.03505,
0.002752354232548539,2288039.40448,
0.0027570150797744507,2284175.91993,
0.002761675927000362,2280325.51491,
0.002766336774226274,2276488.1234,
0.002770997621452186,2272663.6798,
0.0027756584686780975,2268852.11897,
0.0027803193159040094,2265053.37618,
0.002784980163129921,2261267.38717,
0.0027896410103558328,2257494.08808,
0.0027943018575817447,2253733.41549,
0.002798962704807656,2249985.3064,
0.002803623552033568,2246249.69822,
0.0028082843992594795,2242526.5288,
0.0028129452464853914,2238815.73637,
0.0028176060937113033,2235117.25959,
0.002822266940937215,2231431.03752,
0.0028269277881631267,2227757.00962,
0.0028315886353890386,2224095.11575,
0.00283624948261495,2220445.29617,
0.002840910329840862,2216807.49152,
0.0028455711770667734,2213181.64284,
0.0028502320242926853,2209567.69155,
0.0028548928715185972,2205965.57946,
0.0028595537187445087,2202375.24875,
0.0028642145659704206,2198796.64197,
0.002868875413196332,2195229.70208,
0.002873536260422244,2191674.37235,
0.002878197107648156,2188130.59648,
0.0028828579548740674,2184598.31849,
0.0028875188020999793,2181077.48278,
0.0028921796493258907,2177568.03411,
0.0028968404965518026,2174069.91759,
0.0029015013437777145,2170583.07867,
0.002906162191003626,2167107.46318,
0.002910823038229538,2163643.01727,
0.0029154838854554494,2160189.68746,
0.0029201447326813613,2156747.42057,
0.002924805579907273,2153316.16381,
0.0029294664271331847,2149895.86469,
0.0029341272743590966,2146486.47106,
0.002938788121585008,2143087.93112,
0.00294344896881092,2139700.19337,
0.002948109816036832,2136323.20666,
0.0029527706632627433,2132956.92014,
0.002957431510488655,2129601.2833,
0.0029620923577145667,2126256.24594,
0.0029667532049404786,2122921.75818,
0.0029714140521663905,2119597.77045,
0.002976074899392302,2116284.23348,
0.002980735746618214,2112981.09833,
0.0029853965938441258,2109688.31634,
0.0029900574410700372,2106405.83918,
0.002994718288295949,2103133.6188,
0.0029993791355218606,2099871.60746,
0.0030040399827477725,2096619.75771,
0.0030087008299736844,2093378.0224,
0.003013361677199596,2090146.35467,
0.0030180225244255078,2086924.70794,
0.0030226833716514192,2083713.03593,
0.003027344218877331,2080511.29265,
0.003032005066103243,2077319.43236,
0.0030366659133291545,2074137.40965,
0.0030413267605550664,2070965.17935,
0.003045987607780978,2067802.69658,
0.00305064845500689,2064649.91673,
0.0030553093022328017,2061506.79547,
0.003059970149458713,2058373.28873,
0.003064630996684625,2055249.35272,
0.0030692918439105365,2052134.94391,
0.0030739526911364484,2049030.01903,
0.0030786135383623603,2045934.53507,
0.003083274385588272,2042848.44929,
0.0030879352328141837,2039771.71922,
0.003092596080040095,2036704.3026,
0.003097256927266007,2033646.15748,
0.003101917774491919,2030597.24212,
0.0031065786217178305,2027557.51505,
0.0031112394689437424,2024526.93505,
0.003115900316169654,2021505.46115,
0.0031205611633955657,2018493.05259,
0.0031252220106214776,2015489.66891,
0.003129882857847389,2012495.26984,
0.003134543705073301,2009509.81538,
0.0031392045522992125,2006533.26575,
0.0031438653995251244,2003565.58142,
0.0031485262467510363,2000606.72309,
0.0031531870939769478,1997656.65169,
0.0031578479412028597,1994715.32838,
0.0031625087884287716,1991782.71454,
0.003167169635654683,1988858.7718,
0.003171830482880595,1985943.462,
0.0031764913301065064,1983036.7472,
0.0031811521773324183,1980138.58969,
0.00318581302455833,1977248.95199,
0.0031904738717842417,1974367.79683,
0.0031951347190101536,1971495.08714,
0.003199795566236065,1968630.78609,
0.003204456413461977,1965774.85705,
0.003209117260687889,1962927.26363,
0.0032137781079138003,1960087.96961,
0.0032184389551397122,1957256.93901,
0.0032230998023656237,1954434.13604,
0.0032277606495915356,1951619.52513,
0.0032324214968174475,1948813.07092,
0.003237082344043359,1946014.73823,
0.003241743191269271,1943224.49209,
0.0032464040384951823,1940442.29776,
0.0032510648857210942,1937668.12066,
0.003255725732947006,1934901.92643,
0.0032603865801729176,1932143.68089,
0.0032650474273988295,1929393.35008,
0.003269708274624741,1926650.90021,
0.003274369121850653,1923916.2977,
0.003279029969076565,1921189.50914,
0.0032836908163024763,1918470.50134,
0.003288351663528388,1915759.24126,
0.0032930125107542996,1913055.69609,
0.0032976733579802115,1910359.83316,
0.0033023342052061234,1907671.62003,
0.003306995052432035,1904991.0244,
0.003311655899657947,1902318.01419,
0.0033163167468838583,1899652.55747,
0.00332097759410977,1896994.6225,
0.003325638441335682,1894344.17773,
0.0033302992885615936,1891701.19178,
0.0033349601357875055,1889065.63342,
0.0033396209830134174,1886437.47164,
0.003344281830239329,1883816.67556,
0.0033489426774652407,1881203.21451,
0.003353603524691152,1878597.05795,
0.003358264371917064,1875998.17555,
0.003362925219142976,1873406.53711,
0.0033675860663688875,1870822.11263,
0.0033722469135947994,1868244.87226,
0.003376907760820711,1865674.78632,
0.0033815686080466228,1863111.82528,
0.0033862294552725347,1860555.95979,
0.003390890302498446,1858007.16066,
0.003395551149724358,1855465.39884,
0.0034002119969502695,1852930.64546,
0.0034048728441761814,1850402.8718,
0.0034095336914020933,1847882.04931,
0.0034141945386280048,1845368.14957,
0.0034188553858539167,1842861.14434,
0.003423516233079828,1840361.00552,
0.00342817708030574,1837867.70517,
0.003432837927531652,1835381.21548,
0.0034374987747575634,1832901.50884,
0.0034421596219834753,1830428.55773,
0.003446820469209387,1827962.33482,
0.0034514813164352987,1825502.81292,
0.0034561421636612106,1823049.96497,
0.003460803010887122,1820603.76407,
0.003465463858113034,1818164.18347,
0.0034701247053389454,1815731.19654,
0.0034747855525648574,1813304.77683,
0.0034794463997907693,1810884.89799,
0.0034841072470166807,1808471.53384,
0.0034887680942425926,1806064.65833,
0.003493428941468504,1803664.24555,
0.003498089788694416,1801270.26973,
0.003502750635920328,1798882.70523,
0.0035074114831462394,1796501.52655,
0.0035120723303721513,1794126.70834,
0.003516733177598063,1791758.22536,
0.0035213940248239746,1789396.05252,
0.0035260548720498865,1787040.16485,
0.003530715719275798,1784690.53753,
0.00353537656650171,1782347.14585,
0.003540037413727622,1780009.96524,
0.0035446982609535333,1777678.97127,
0.003549359108179445,1775354.13962,
0.0035540199554053567,1773035.44611,
0.0035586808026312686,1770722.86667,
0.0035633416498571805,1768416.37738,
0.003568002497083092,1766115.95443,
0.003572663344309004,1763821.57414,
0.0035773241915349153,1761533.21294,
0.0035819850387608272,1759250.8474,
0.003586645885986739,1756974.45421,
0.0035913067332126506,1754704.01016,
0.0035959675804385625,1752439.49219,
0.003600628427664474,1750180.87734,
0.003605289274890386,1747928.14278,
0.0036099501221162978,1745681.26578,
0.0036146109693422092,1743440.22375,
0.003619271816568121,1741204.9942,
0.0036239326637940326,1738975.55477,
0.0036285935110199445,1736751.88319,
0.0036332543582458564,1734533.95733,
0.003637915205471768,1732321.75517,
0.00364257605269768,1730115.25479,
0.0036472368999235913,1727914.43438,
0.003651897747149503,1725719.27226,
0.003656558594375415,1723529.74684,
0.0036612194416013265,1721345.83667,
0.0036658802888272384,1719167.52037,
0.0036705411360531503,1716994.77669,
0.003675201983279062,1714827.5845,
