Lambda,Error,
0.0039324,6288.33102401,
0.0039326,6288.33095928,
0.0039328,6288.33089473,
0.003933,6288.33083036,
0.0039331999999999995,6288.33076617,
0.0039334,6288.33070217,
0.0039336,6288.33063834,
0.0039338,6288.3305747,
0.003934,6288.33051124,
0.0039342,6288.33044796,
0.0039344,6288.33038486,
0.0039346,6288.33032194,
0.0039348,6288.33025921,
0.003935,6288.33019666,
0.0039352,6288.33013429,
0.0039353999999999995,6288.3300721,
0.0039356,6288.33001009,
0.0039358,6288.32994826,
0.003936,6288.32988662,
0.0039362,6288.32982515,
0.0039364,6288.32976387,
0.0039366,6288.32970277,
0.0039368,6288.32964185,
0.0039369999999999995,6288.32958112,
0.0039372,6288.32952056,
0.0039374,6288.32946019,
0.0039376,6288.3294,
0.0039378,6288.32933999,
0.003938,6288.32928017,
0.0039382,6288.32922052,
0.0039384,6288.32916106,
0.0039386,6288.32910178,
0.0039388,6288.32904268,
0.003939,6288.32898376,
0.0039392,6288.32892503,
0.0039394,6288.32886648,
0.0039396,6288.32880811,
0.0039398,6288.32874992,
0.00394,6288.32869191,
0.0039402,6288.32863409,
0.0039404,6288.32857645,
0.0039406,6288.32851899,
0.0039407999999999995,6288.32846171,
0.003941,6288.32840462,
0.0039412,6288.32834771,
0.0039414,6288.32829098,
0.0039416,6288.32823443,
0.0039418,6288.32817806,
0.003942,6288.32812188,
0.0039422,6288.32806588,
0.0039423999999999996,6288.32801006,
0.0039426,6288.32795443,
0.0039428,6288.32789898,
0.003943,6288.32784371,
0.0039432,6288.32778862,
0.0039434,6288.32773371,
0.0039436,6288.32767899,
0.0039438,6288.32762445,
0.003944,6288.32757009,
0.0039442,6288.32751592,
0.0039444,6288.32746193,
0.0039446,6288.32740812,
0.0039448,6288.32735449,
0.003945,6288.32730105,
0.0039452,6288.32724779,
0.0039454,6288.32719471,
0.0039456,6288.32714181,
0.0039458,6288.3270891,
0.003946,6288.32703657,
0.0039461999999999995,6288.32698423,
0.0039464,6288.32693206,
0.0039466,6288.32688008,
0.0039468,6288.32682828,
0.003947,6288.32677667,
0.0039472,6288.32672524,
0.0039474,6288.32667399,
0.0039476,6288.32662292,
0.0039478,6288.32657204,
0.003948,6288.32652134,
0.0039482,6288.32647083,
0.0039484,6288.32642049,
0.0039486,6288.32637034,
0.0039488,6288.32632038,
0.003949,6288.32627059,
0.0039492,6288.32622099,
0.0039494,6288.32617158,
0.0039496,6288.32612234,
0.0039498,6288.32607329,
0.00395,6288.32602443,
0.0039502,6288.32597574,
0.0039504,6288.32592724,
0.0039506,6288.32587893,
0.0039508,6288.32583079,
0.003951,6288.32578284,
0.0039512,6288.32573508,
0.0039514,6288.3256875,
0.0039515999999999996,6288.3256401,
0.0039518,6288.32559288,
0.003952,6288.32554585,
0.0039522,6288.325499,
0.0039524,6288.32545234,
0.0039526,6288.32540585,
0.0039528,6288.32535956,
0.003953,6288.32531344,
0.0039532,6288.32526751,
0.0039534,6288.32522177,
0.0039536,6288.3251762,
0.0039538,6288.32513083,
0.003954,6288.32508563,
0.0039542,6288.32504062,
0.0039544,6288.32499579,
0.0039546,6288.32495115,
0.0039548,6288.32490669,
0.003955,6288.32486242,
0.0039552,6288.32481832,
0.0039553999999999995,6288.32477442,
0.0039556,6288.32473069,
0.0039558,6288.32468715,
0.003956,6288.3246438,
0.0039562,6288.32460063,
0.0039564,6288.32455764,
0.0039566,6288.32451484,
0.0039568,6288.32447222,
0.003957,6288.32442978,
0.0039572,6288.32438753,
0.0039574,6288.32434547,
0.0039576,6288.32430359,
0.0039578,6288.32426189,
0.003958,6288.32422037,
0.0039582,6288.32417905,
0.0039584,6288.3241379,
0.0039586,6288.32409694,
0.0039588,6288.32405616,
0.003959,6288.32401557,
0.0039592,6288.32397517,
0.0039594,6288.32393494,
0.0039596,6288.3238949,
0.0039598,6288.32385505,
0.00396,6288.32381538,
0.0039602,6288.3237759,
0.0039604,6288.3237366,
0.0039606,6288.32369748,
0.0039607999999999996,6288.32365855,
0.003961,6288.3236198,
0.0039612,6288.32358124,
0.0039614,6288.32354287,
0.0039616,6288.32350467,
0.0039618,6288.32346667,
0.003962,6288.32342884,
0.0039622,6288.32339121,
0.0039624,6288.32335375,
0.0039626,6288.32331648,
0.0039628,6288.3232794,
0.003963,6288.3232425,
0.0039632,6288.32320579,
0.0039634,6288.32316926,
0.0039636,6288.32313292,
0.0039638,6288.32309676,
0.003964,6288.32306078,
0.0039642,6288.32302499,
0.0039644,6288.32298939,
0.0039646,6288.32295397,
0.0039648,6288.32291874,
0.003965,6288.32288369,
0.0039652,6288.32284883,
0.0039654,6288.32281415,
0.0039656,6288.32277966,
0.0039658,6288.32274535,
0.003966,6288.32271123,
0.0039662,6288.32267729,
0.0039664,6288.32264354,
0.0039666,6288.32260997,
0.0039668,6288.32257659,
0.003967,6288.32254339,
0.0039672,6288.32251038,
0.0039674,6288.32247756,
0.0039676,6288.32244492,
0.0039678,6288.32241246,
0.003968,6288.32238019,
0.0039682,6288.32234811,
0.0039684,6288.32231621,
0.0039686,6288.3222845,
0.0039688,6288.32225297,
0.003969,6288.32222163,
0.0039692,6288.32219047,
0.0039694,6288.3221595,
0.0039696,6288.32212872,
0.0039698,6288.32209812,
0.00397,6288.32206771,
0.0039702,6288.32203748,
0.0039704,6288.32200744,
0.0039706,6288.32197758,
0.0039708,6288.32194791,
0.003971,6288.32191843,
0.0039712,6288.32188913,
0.0039714,6288.32186002,
0.0039716,6288.32183109,
0.0039718,6288.32180235,
0.003972,6288.32177379,
0.0039722,6288.32174543,
0.0039724,6288.32171724,
0.0039726,6288.32168925,
0.0039728,6288.32166144,
0.003973,6288.32163381,
0.0039732,6288.32160637,
0.0039734,6288.32157912,
0.0039736,6288.32155205,
0.0039738,6288.32152517,
0.003974,6288.32149848,
0.0039742,6288.32147197,
0.0039744,6288.32144565,
0.0039746,6288.32141951,
0.0039748,6288.32139356,
0.003975,6288.3213678,
0.0039752,6288.32134222,
0.0039754,6288.32131683,
0.0039756,6288.32129163,
0.0039758,6288.32126661,
0.003976,6288.32124178,
0.0039762,6288.32121713,
0.0039764,6288.32119268,
0.0039766,6288.3211684,
0.0039768,6288.32114432,
0.003977,6288.32112042,
0.0039772,6288.32109671,
0.0039774,6288.32107318,
0.0039776,6288.32104984,
0.0039778,6288.32102669,
0.003978,6288.32100372,
0.0039782,6288.32098094,
0.0039784,6288.32095835,
0.0039786,6288.32093594,
0.0039788,6288.32091372,
0.003979,6288.32089169,
0.0039792000000000004,6288.32086985,
0.0039794,6288.32084819,
0.0039796,6288.32082671,
0.0039798,6288.32080543,
0.00398,6288.32078433,
0.0039802,6288.32076342,
0.0039804,6288.32074269,
0.0039806,6288.32072216,
0.0039808,6288.32070181,
0.003981,6288.32068164,
0.0039812,6288.32066167,
0.0039814,6288.32064188,
0.0039816,6288.32062227,
0.0039818,6288.32060286,
0.003982,6288.32058363,
0.0039822,6288.32056459,
0.0039824,6288.32054573,
0.0039826,6288.32052707,
0.0039828,6288.32050859,
0.003983,6288.32049029,
0.0039832,6288.32047219,
0.0039834,6288.32045427,
0.0039836,6288.32043654,
0.0039838,6288.32041899,
0.003984,6288.32040164,
0.0039842,6288.32038447,
0.0039844,6288.32036749,
0.0039846000000000005,6288.32035069,
0.0039848,6288.32033409,
0.003985,6288.32031767,
0.0039852,6288.32030144,
0.0039854,6288.32028539,
0.0039856,6288.32026954,
0.0039858,6288.32025387,
0.003986,6288.32023838,
0.0039862,6288.32022309,
0.0039864,6288.32020798,
0.0039866,6288.32019307,
0.0039868,6288.32017833,
0.003987,6288.32016379,
0.0039872,6288.32014943,
0.0039874,6288.32013527,
0.0039876,6288.32012129,
0.0039878,6288.32010749,
0.003988,6288.32009389,
0.0039882,6288.32008047,
0.0039884000000000005,6288.32006724,
0.0039886,6288.3200542,
0.0039888,6288.32004135,
0.003989,6288.32002868,
0.0039892,6288.32001621,
0.0039894,6288.32000392,
0.0039896,6288.31999182,
0.0039898,6288.3199799,
0.0039900000000000005,6288.31996818,
0.0039902,6288.31995664,
0.0039904,6288.31994529,
0.0039906,6288.31993413,
0.0039908,6288.31992316,
0.003991,6288.31991237,
0.0039912,6288.31990177,
0.0039914,6288.31989137,
0.0039916,6288.31988115,
0.0039918,6288.31987111,
0.003992,6288.31986127,
0.0039922000000000004,6288.31985161,
0.0039924,6288.31984215,
0.0039926,6288.31983287,
0.0039928,6288.31982378,
0.003993,6288.31981488,
0.0039932,6288.31980616,
0.0039934,6288.31979764,
0.0039936,6288.3197893,
0.0039938000000000005,6288.31978115,
0.003994,6288.31977319,
0.0039942,6288.31976542,
0.0039944,6288.31975784,
0.0039946,6288.31975044,
0.0039948,6288.31974324,
0.003995,6288.31973622,
0.0039952,6288.31972939,
0.0039954,6288.31972275,
0.0039956,6288.3197163,
0.0039958,6288.31971004,
0.003996,6288.31970397,
0.0039962,6288.31969808,
0.0039964,6288.31969239,
0.0039966,6288.31968688,
0.0039968,6288.31968156,
0.003997,6288.31967643,
0.0039972,6288.31967149,
0.0039974,6288.31966674,
0.0039976000000000005,6288.31966218,
0.0039978,6288.3196578,
0.003998,6288.31965362,
0.0039982,6288.31964962,
0.0039984,6288.31964581,
0.0039986,6288.3196422,
0.0039988,6288.31963877,
0.003999,6288.31963553,
0.0039992000000000005,6288.31963248,
0.0039994,6288.31962962,
0.0039996,6288.31962694,
0.0039998,6288.31962446,
0.004,6288.31962217,
0.0040002,6288.31962006,
0.0040004,6288.31961815,
0.0040006,6288.31961642,
0.0040008,6288.31961488,
0.004001,6288.31961354,
0.0040012,6288.31961238,
0.0040014000000000004,6288.31961141,
0.0040016,6288.31961063,
0.0040018,6288.31961004,
0.004002,6288.31960964,
0.0040022,6288.31960943,
0.0040024,6288.31960941,
0.0040026,6288.31960957,
0.0040028,6288.31960993,
0.0040030000000000005,6288.31961048,
0.0040032,6288.31961121,
0.0040034,6288.31961214,
0.0040036,6288.31961326,
0.0040038,6288.31961456,
0.004004,6288.31961606,
0.0040042,6288.31961774,
0.0040044,6288.31961962,
0.0040046000000000005,6288.31962168,
0.0040048,6288.31962393,
0.004005,6288.31962638,
0.0040052,6288.31962901,
0.0040054,6288.31963183,
0.0040056,6288.31963485,
0.0040058,6288.31963805,
0.004006,6288.31964144,
0.0040062,6288.31964503,
0.0040064,6288.3196488,
0.0040066,6288.31965276,
0.0040068000000000005,6288.31965692,
0.004007,6288.31966126,
0.0040072,6288.31966579,
0.0040074,6288.31967051,
0.0040076,6288.31967543,
0.0040078,6288.31968053,
0.004008,6288.31968582,
0.0040082,6288.31969131,
0.0040084000000000005,6288.31969698,
0.0040086,6288.31970284,
0.0040088,6288.3197089,
0.004009,6288.31971514,
0.0040092,6288.31972158,
0.0040094,6288.3197282,
0.0040096,6288.31973502,
0.0040098,6288.31974202,
0.00401,6288.31974922,
0.0040102,6288.31975661,
0.0040104,6288.31976418,
0.0040106000000000004,6288.31977195,
0.0040108,6288.31977991,
0.004011,6288.31978806,
0.0040112,6288.31979639,
0.0040114,6288.31980492,
0.0040116,6288.31981364,
0.0040118,6288.31982255,
0.004012,6288.31983165,
0.0040122000000000005,6288.31984095,
0.0040124,6288.31985043,
0.0040126,6288.3198601,
0.0040128,6288.31986996,
0.004013,6288.31988002,
0.0040132,6288.31989026,
0.0040134,6288.3199007,
0.0040136,6288.31991133,
0.0040138000000000005,6288.31992214,
0.004014,6288.31993315,
0.0040142,6288.31994435,
0.0040144,6288.31995574,
0.0040146,6288.31996732,
0.0040148,6288.31997909,
0.004015,6288.31999106,
0.0040152,6288.32000321,
0.0040154,6288.32001556,
0.0040156,6288.32002809,
0.0040158,6288.32004082,
0.0040160000000000005,6288.32005374,
0.0040162,6288.32006684,
0.0040164,6288.32008014,
0.0040166,6288.32009364,
0.0040168,6288.32010732,
0.004017,6288.32012119,
0.0040172,6288.32013526,
0.0040174,6288.32014951,
0.0040176000000000005,6288.32016396,
0.0040178,6288.3201786,
0.004018,6288.32019343,
0.0040182,6288.32020845,
0.0040184,6288.32022366,
0.0040186,6288.32023907,
0.0040188,6288.32025466,
0.004019,6288.32027045,
0.0040192000000000005,6288.32028643,
0.0040194,6288.3203026,
0.0040196,6288.32031896,
0.0040198000000000005,6288.32033551,
0.00402,6288.32035225,
0.0040202,6288.32036919,
0.0040204,6288.32038632,
0.0040206,6288.32040364,
0.0040208,6288.32042115,
0.004021,6288.32043885,
0.0040212,6288.32045674,
0.0040214000000000005,6288.32047483,
0.0040216,6288.3204931,
0.0040218,6288.32051157,
0.004022,6288.32053023,
0.0040222,6288.32054909,
0.0040224,6288.32056813,
0.0040226,6288.32058737,
0.0040228,6288.3206068,
0.0040230000000000005,6288.32062642,
0.0040232,6288.32064623,
0.0040234,6288.32066623,
0.0040236000000000004,6288.32068643,
0.0040238,6288.32070681,
0.004024,6288.32072739,
0.0040242,6288.32074817,
0.0040244,6288.32076913,
0.0040246,6288.32079029,
0.0040248,6288.32081163,
0.004025,6288.32083317,
0.0040252000000000005,6288.32085491,
0.0040254,6288.32087683,
0.0040256,6288.32089895,
0.0040258,6288.32092126,
0.004026,6288.32094376,
0.0040262,6288.32096645,
0.0040264,6288.32098934,
0.0040266,6288.32101241,
0.0040268000000000005,6288.32103568,
0.004027,6288.32105915,
0.0040272,6288.3210828,
0.0040274,6288.32110665,
0.0040276,6288.32113069,
0.0040278,6288.32115492,
0.004028,6288.32117935,
0.0040282,6288.32120396,
0.0040284000000000006,6288.32122877,
0.0040286,6288.32125377,
0.0040288,6288.32127897,
0.0040290000000000005,6288.32130436,
0.0040292,6288.32132994,
0.0040294,6288.32135571,
0.0040296,6288.32138167,
0.0040298,6288.32140783,
0.004030000000000001,6288.32143418,
0.0040302,6288.32146073,
0.0040304,6288.32148746,
0.0040306000000000005,6288.32151439,
0.0040308,6288.32154151,
0.004031,6288.32156883,
0.0040312,6288.32159633,
0.0040314,6288.32162403,
0.0040316,6288.32165193,
0.0040318,6288.32168001,
0.004032,6288.32170829,
0.0040322000000000005,6288.32173676,
0.0040324,6288.32176543,
0.0040326,6288.32179429,
0.0040328000000000004,6288.32182334,
0.004033,6288.32185258,
0.0040332,6288.32188202,
0.0040334,6288.32191165,
0.0040336,6288.32194147,
0.004033800000000001,6288.32197149,
0.004034,6288.3220017,
0.0040342,6288.3220321,
0.0040344000000000005,6288.32206269,
0.0040346,6288.32209348,
0.0040348,6288.32212447,
0.004035,6288.32215564,
0.0040352,6288.32218701,
0.0040354,6288.32221857,
0.0040356,6288.32225033,
0.0040358,6288.32228228,
0.0040360000000000005,6288.32231442,
0.0040362,6288.32234676,
0.0040364,6288.32237928,
0.0040366,6288.32241201,
0.0040368,6288.32244492,
0.004037,6288.32247803,
0.0040372,6288.32251134,
0.0040374,6288.32254483,
0.0040376000000000006,6288.32257852,
0.0040378,6288.32261241,
0.004038,6288.32264649,
0.0040382000000000005,6288.32268076,
0.0040384,6288.32271522,
0.0040386,6288.32274988,
0.0040388,6288.32278473,
0.004039,6288.32281978,
0.004039200000000001,6288.32285502,
0.0040394,6288.32289045,
0.0040396,6288.32292608,
0.0040398000000000005,6288.3229619,
0.00404,6288.32299792,
0.0040402,6288.32303412,
0.0040404,6288.32307053,
0.0040406,6288.32310712,
0.0040408,6288.32314392,
0.004041,6288.3231809,
0.0040412,6288.32321808,
0.0040414000000000005,6288.32325545,
0.0040416,6288.32329302,
0.0040418,6288.32333078,
0.0040420000000000005,6288.32336874,
0.0040422,6288.32340688,
0.0040424,6288.32344523,
0.0040426,6288.32348377,
0.0040428,6288.3235225,
0.004043000000000001,6288.32356142,
0.0040432,6288.32360054,
0.0040434,6288.32363986,
0.0040436000000000005,6288.32367937,
0.0040438,6288.32371907,
0.004044,6288.32375897,
0.0040442,6288.32379906,
0.0040444,6288.32383934,
0.004044600000000001,6288.32387982,
0.0040448,6288.3239205,
0.004045,6288.32396137,
0.0040452000000000005,6288.32400243,
0.0040454,6288.32404369,
0.0040456,6288.32408514,
0.0040458000000000004,6288.32412679,
0.004046,6288.32416863,
0.0040462,6288.32421067,
0.0040464,6288.3242529,
0.0040466,6288.32429533,
0.004046800000000001,6288.32433795,
0.004047,6288.32438076,
0.0040472,6288.32442377,
0.0040474000000000005,6288.32446698,
0.0040476,6288.32451037,
0.0040478,6288.32455397,
0.004048,6288.32459776,
0.0040482,6288.32464174,
0.004048400000000001,6288.32468592,
0.0040486,6288.32473029,
0.0040488,6288.32477486,
0.0040490000000000005,6288.32481962,
0.0040492,6288.32486458,
0.0040494,6288.32490973,
0.0040496,6288.32495508,
0.0040498,6288.32500062,
0.00405,6288.32504636,
0.0040502,6288.3250923,
0.0040504,6288.32513842,
0.0040506000000000006,6288.32518475,
0.0040508,6288.32523127,
0.004051,6288.32527798,
0.0040512000000000005,6288.32532489,
0.0040514,6288.32537199,
0.0040516,6288.32541929,
0.0040518,6288.32546678,
0.004052,6288.32551447,
0.004052200000000001,6288.32556236,
0.0040524,6288.32561044,
0.0040526,6288.32565871,
0.0040528000000000005,6288.32570718,
0.004053,6288.32575585,
0.0040532,6288.32580471,
0.0040534,6288.32585377,
0.0040536,6288.32590302,
0.004053800000000001,6288.32595247,
0.004054,6288.32600211,
0.0040542,6288.32605195,
0.0040544000000000005,6288.32610198,
0.0040546,6288.32615221,
0.0040548,6288.32620264,
0.0040550000000000004,6288.32625326,
0.0040552,6288.32630408,
0.004055400000000001,6288.32635509,
0.0040556,6288.3264063,
0.0040558,6288.3264577,
0.004056000000000001,6288.3265093,
0.0040562,6288.3265611,
0.0040564,6288.32661309,
0.0040566000000000005,6288.32666527,
0.0040568,6288.32671766,
0.004057,6288.32677024,
0.0040572,6288.32682301,
0.0040574,6288.32687598,
0.004057600000000001,6288.32692915,
0.0040578,6288.32698251,
0.004058,6288.32703607,
0.0040582000000000005,6288.32708982,
0.0040584,6288.32714377,
0.0040586,6288.32719791,
0.0040588,6288.32725226,
0.004059,6288.32730679,
0.004059200000000001,6288.32736153,
0.0040594,6288.32741646,
0.0040596,6288.32747159,
0.0040598000000000006,6288.32752691,
0.00406,6288.32758243,
0.0040602,6288.32763814,
0.0040604000000000005,6288.32769405,
0.0040606,6288.32775016,
0.0040608,6288.32780646,
0.004061,6288.32786296,
0.0040612,6288.32791966,
0.004061400000000001,6288.32797655,
0.0040616,6288.32803364,
0.0040618,6288.32809093,
0.0040620000000000005,6288.32814841,
0.0040622,6288.32820609,
0.0040624,6288.32826396,
0.0040626,6288.32832203,
0.0040628,6288.3283803,
0.004063000000000001,6288.32843877,
0.0040632,6288.32849743,
0.0040634,6288.32855628,
0.0040636000000000005,6288.32861534,
0.0040638,6288.32867459,
0.004064,6288.32873404,
0.0040642000000000005,6288.32879368,
0.0040644,6288.32885352,
0.0040646,6288.32891356,
0.0040648,6288.32897379,
0.004065,6288.32903422,
0.004065200000000001,6288.32909485,
0.0040654,6288.32915567,
0.0040656,6288.3292167,
0.0040658000000000005,6288.32927791,
0.004066,6288.32933933,
0.0040662,6288.32940094,
0.0040664,6288.32946275,
0.0040666,6288.32952475,
0.004066800000000001,6288.32958696,
0.004067,6288.32964936,
0.0040672,6288.32971195,
0.0040674000000000005,6288.32977475,
0.0040676,6288.32983774,
0.0040678,6288.32990093,
0.0040680000000000004,6288.32996431,
0.0040682,6288.33002789,
0.004068400000000001,6288.33009167,
0.0040686,6288.33015565,
0.0040688,6288.33021982,
0.004069000000000001,6288.33028419,
0.0040692,6288.33034876,
0.0040694,6288.33041353,
0.0040696000000000005,6288.33047849,
0.0040698,6288.33054365,
0.004070000000000001,6288.33060901,
0.0040702,6288.33067456,
0.0040704,6288.33074032,
0.004070600000000001,6288.33080627,
0.0040708,6288.33087241,
0.004071,6288.33093876,
0.0040712000000000005,6288.3310053,
0.0040714,6288.33107204,
0.0040716,6288.33113898,
0.0040718,6288.33120611,
0.004072,6288.33127344,
0.004072200000000001,6288.33134097,
0.0040724,6288.3314087,
0.0040726,6288.33147662,
0.0040728000000000006,6288.33154475,
0.004073,6288.33161307,
0.0040732,6288.33168159,
0.0040734000000000005,6288.3317503,
0.0040736,6288.33181922,
0.004073800000000001,6288.33188833,
0.004074,6288.33195764,
0.0040742,6288.33202714,
0.004074400000000001,6288.33209685,
0.0040746,6288.33216675,
0.0040748,6288.33223685,
0.0040750000000000005,6288.33230715,
0.0040752,6288.33237765,
0.0040754,6288.33244834,
0.0040756,6288.33251923,
0.0040758,6288.33259032,
0.004076000000000001,6288.33266161,
0.0040762,6288.3327331,
0.0040764,6288.33280478,
0.0040766000000000005,6288.33287667,
0.0040768,6288.33294875,
0.004077,6288.33302103,
0.0040772000000000004,6288.3330935,
0.0040774,6288.33316618,
0.004077600000000001,6288.33323905,
0.0040778,6288.33331212,
0.004078,6288.33338539,
0.004078200000000001,6288.33345886,
0.0040784,6288.33353253,
0.0040786,6288.33360639,
0.0040788000000000005,6288.33368046,
0.004079,6288.33375472,
0.0040792,6288.33382918,
0.0040794,6288.33390384,
0.0040796,6288.3339787,
0.004079800000000001,6288.33405375,
0.00408,6288.33412901,
0.0040802,6288.33420446,
0.0040804000000000005,6288.33428011,
0.0040806,6288.33435596,
0.0040808,6288.33443201,
0.004081,6288.33450825,
0.0040812,6288.3345847,
0.004081400000000001,6288.33466134,
0.0040816,6288.33473819,
0.0040818,6288.33481523,
0.0040820000000000006,6288.33489247,
0.0040822,6288.33496991,
0.0040824,6288.33504755,
0.0040826000000000005,6288.33512538,
0.0040828,6288.33520342,
0.004083000000000001,6288.33528165,
0.0040832,6288.33536009,
0.0040834,6288.33543872,
0.004083600000000001,6288.33551755,
0.0040838,6288.33559658,
0.004084,6288.33567581,
0.0040842000000000005,6288.33575524,
0.0040844,6288.33583486,
0.004084600000000001,6288.33591469,
0.0040848,6288.33599471,
0.004085,6288.33607494,
0.004085200000000001,6288.33615536,
0.0040854,6288.33623598,
0.0040856,6288.33631681,
0.0040858000000000005,6288.33639783,
0.004086,6288.33647905,
0.0040862,6288.33656047,
0.0040864000000000004,6288.33664208,
0.0040866,6288.3367239,
0.004086800000000001,6288.33680592,
0.004087,6288.33688814,
0.0040872,6288.33697055,
0.004087400000000001,6288.33705317,
0.0040876,6288.33713598,
0.0040878,6288.33721899,
0.0040880000000000005,6288.33730221,
0.0040882,6288.33738562,
0.004088400000000001,6288.33746923,
0.0040886,6288.33755304,
0.0040888,6288.33763705,
0.004089000000000001,6288.33772126,
0.0040892,6288.33780567,
0.0040894,6288.33789028,
0.0040896000000000005,6288.33797509,
0.0040898,6288.3380601,
0.00409,6288.33814531,
0.0040902,6288.33823072,
0.0040904,6288.33831633,
0.004090600000000001,6288.33840213,
0.0040908,6288.33848814,
0.004091,6288.33857435,
0.0040912000000000006,6288.33866076,
0.0040914,6288.33874736,
0.0040916,6288.33883417,
0.0040918000000000005,6288.33892118,
0.004092,6288.33900838,
0.004092200000000001,6288.33909579,
0.0040924,6288.3391834,
0.0040926,6288.3392712,
0.004092800000000001,6288.33935921,
0.004093,6288.33944741,
0.0040932,6288.33953582,
0.0040934000000000005,6288.33962443,
